Number of particles,times
3,4.53687315634218
3,4.54277286135693
3,4.54867256637168
4,4.55457227138643
2,4.56047197640118
4,4.56637168141593
7,4.57227138643068
9,4.57817109144543
1,4.58407079646018
9,4.58997050147493
2,4.59587020648968
4,4.60176991150443
6,4.60766961651917
6,4.61356932153392
5,4.61946902654867
2,4.62536873156342
1,4.63126843657817
4,4.63716814159292
5,4.64306784660767
2,4.64896755162242
4,4.65486725663717
3,4.66076696165192
5,4.66666666666667
3,4.67256637168142
6,4.67846607669617
2,4.68436578171091
1,4.69026548672566
1,4.69616519174041
3,4.70206489675516
5,4.70796460176991
3,4.71386430678466
2,4.71976401179941
2,4.72566371681416
3,4.73156342182891
3,4.73746312684366
5,4.74336283185841
4,4.74926253687316
2,4.75516224188791
4,4.76106194690266
5,4.7669616519174
4,4.77286135693215
2,4.7787610619469
5,4.78466076696165
2,4.7905604719764
1,4.79646017699115
3,4.8023598820059
2,4.80825958702065
1,4.8141592920354
5,4.82005899705015
3,4.8259587020649
3,4.83185840707965
3,4.8377581120944
2,4.84365781710915
6,4.84955752212389
8,4.85545722713864
2,4.86135693215339
3,4.86725663716814
7,4.87315634218289
5,4.87905604719764
1,4.88495575221239
3,4.89085545722714
2,4.89675516224189
4,4.90265486725664
7,4.90855457227139
3,4.91445427728614
4,4.92035398230088
6,4.92625368731563
6,4.93215339233038
6,4.93805309734513
4,4.94395280235988
4,4.94985250737463
14,4.95575221238938
8,4.96165191740413
8,4.96755162241888
4,4.97345132743363
7,4.97935103244838
6,4.98525073746313
2,4.99115044247788
3,4.99705014749263
6,5.00294985250738
4,5.00884955752212
5,5.01474926253687
4,5.02064896755162
3,5.02654867256637
7,5.03244837758112
4,5.03834808259587
3,5.04424778761062
5,5.05014749262537
5,5.05604719764012
2,5.06194690265487
5,5.06784660766962
3,5.07374631268437
4,5.07964601769912
7,5.08554572271386
6,5.09144542772861
5,5.09734513274336
6,5.10324483775811
1,5.10914454277286
4,5.11504424778761
5,5.12094395280236
5,5.12684365781711
2,5.13274336283186
3,5.13864306784661
6,5.14454277286136
8,5.15044247787611
1,5.15634218289086
4,5.16224188790561
9,5.16814159292035
4,5.1740412979351
7,5.17994100294985
2,5.1858407079646
3,5.19174041297935
2,5.1976401179941
2,5.20353982300885
5,5.2094395280236
4,5.21533923303835
3,5.2212389380531
2,5.22713864306785
1,5.2330383480826
4,5.23893805309735
6,5.24483775811209
3,5.25073746312684
4,5.25663716814159
3,5.26253687315634
4,5.26843657817109
4,5.27433628318584
5,5.28023598820059
4,5.28613569321534
8,5.29203539823009
5,5.29793510324484
2,5.30383480825959
3,5.30973451327434
5,5.31563421828909
4,5.32153392330384
3,5.32743362831859
1,5.33333333333333
1,5.33923303834808
3,5.34513274336283
3,5.35103244837758
5,5.35693215339233
6,5.36283185840708
6,5.36873156342183
2,5.37463126843658
5,5.38053097345133
5,5.38643067846608
3,5.39233038348083
5,5.39823008849558
4,5.40412979351032
5,5.41002949852507
4,5.41592920353982
3,5.42182890855457
5,5.42772861356932
